Epoch,LR,train_loss,train_y_mse,val_y_mse,train_cd,val_cd,z_logsig_mean,y_logsig_mean,Sec
273.00000,0.00005,0.91858,3.40441,9.25214,35.92664,55.59460,-0.17119,0.76039,174.69733
274.00000,0.00005,0.91289,3.50232,9.31522,36.17781,55.90257,-0.15468,0.74992,169.93534
275.00000,0.00005,0.92713,3.52045,9.32982,36.28204,55.84237,-0.16000,0.77804,184.73863
276.00000,0.00005,0.92240,3.63670,9.25415,36.98260,56.47800,-0.16945,0.76492,195.10870
277.00000,0.00005,0.93574,4.45196,10.45744,39.66026,60.76430,-0.18469,0.80045,201.17539
278.00000,0.00005,0.96991,3.36699,9.26732,36.02469,55.57261,-0.19831,0.86369,192.93070
279.00000,0.00005,0.93102,3.72482,9.58008,37.22019,57.30942,-0.17888,0.79355,187.51881
280.00000,0.00005,0.93716,3.41218,9.32629,35.71322,55.60601,-0.17885,0.80413,192.09294
281.00000,0.00005,0.90259,3.42695,9.37812,35.97632,55.90157,-0.18536,0.74038,197.55454
282.00000,0.00005,0.95430,3.44048,9.43949,35.79432,55.51290,-0.21300,0.82394,197.93803
283.00000,0.00005,0.92999,3.55494,9.31858,36.38103,55.66985,-0.18265,0.78126,201.26571
284.00000,0.00005,0.89370,3.70168,9.39080,37.02455,56.40789,-0.16951,0.72425,192.79165
285.00000,0.00005,0.91303,3.77414,9.75113,37.02808,56.68840,-0.16776,0.75041,192.99078
286.00000,0.00005,0.95685,3.83674,9.59847,37.40521,56.29821,-0.17480,0.78934,194.09034
287.00000,0.00005,0.91114,3.54475,9.42695,36.66414,56.35250,-0.18349,0.75883,202.70918
288.00000,0.00005,0.92612,3.67414,9.58469,36.34182,56.15733,-0.18962,0.77506,201.73465
289.00000,0.00005,0.90109,3.35953,9.39020,35.74911,56.06594,-0.18449,0.72103,195.92663
290.00000,0.00005,0.88135,3.25884,9.15452,35.17385,54.76398,-0.15963,0.68659,204.94613
291.00000,0.00005,0.89289,3.31566,9.31078,35.67933,56.16875,-0.16803,0.71750,199.09699
292.00000,0.00005,0.89853,3.27722,9.26177,35.42714,55.64276,-0.14830,0.72611,191.94247
293.00000,0.00005,0.89010,3.28646,9.17543,35.36868,55.35851,-0.16301,0.70392,195.79991
294.00000,0.00005,0.88616,3.30068,9.29217,35.60539,55.93811,-0.17696,0.70739,199.50070
295.00000,0.00005,0.89531,3.33929,9.48557,35.21121,55.62052,-0.16902,0.70910,197.38855
296.00000,0.00005,0.91065,3.23210,9.21326,34.91851,54.88890,-0.17446,0.73871,205.47202
297.00000,0.00005,0.88810,3.18610,9.23457,34.97993,55.50714,-0.14573,0.70131,167.29190
298.00000,0.00005,0.87461,3.41672,9.37217,35.96173,56.61519,-0.17594,0.67544,123.30168
299.00000,0.00005,0.88277,3.53838,9.56203,36.65771,56.91988,-0.15552,0.70299,118.39326
300.00000,0.00005,0.87952,3.33576,9.25041,35.43882,55.28763,-0.16373,0.68996,117.52689
301.00000,0.00005,0.87133,3.45720,9.68424,35.88618,57.21020,-0.16700,0.67687,122.04547
302.00000,0.00005,0.85507,3.18408,9.21365,34.93783,55.25740,-0.16104,0.63463,120.72774
303.00000,0.00005,0.87367,3.18837,9.23246,35.10113,55.37454,-0.15700,0.67794,119.94981
304.00000,0.00005,0.88828,3.14994,9.17473,34.85934,55.05447,-0.13441,0.70529,117.61958
305.00000,0.00005,0.90626,3.10515,9.16684,34.51009,54.33512,-0.18844,0.73402,118.15231
306.00000,0.00005,0.89119,4.05636,10.05881,38.46445,58.99075,-0.17484,0.69036,121.01212
307.00000,0.00005,0.89774,3.16149,9.21704,34.86035,55.43880,-0.14985,0.72883,107.36428
308.00000,0.00005,0.89389,3.25952,9.33728,35.41739,56.05733,-0.14484,0.70693,109.67582
309.00000,0.00005,0.85309,3.19487,9.08616,35.13285,54.57531,-0.13207,0.63757,110.86030
310.00000,0.00005,0.88975,3.16810,9.03433,34.78042,54.45383,-0.17961,0.71478,111.41840
311.00000,0.00005,0.88594,3.15983,9.25371,35.06086,55.75418,-0.14756,0.69112,110.90823
312.00000,0.00005,0.87800,3.15570,9.26596,34.81754,54.85085,-0.16836,0.66932,111.11201
313.00000,0.00005,0.85867,3.45887,9.47640,36.04615,56.39081,-0.16414,0.64632,110.18266
314.00000,0.00005,0.89239,2.97610,9.11072,34.48380,55.41043,-0.13613,0.70127,109.64118
315.00000,0.00005,0.86345,3.05103,9.08670,34.52129,54.92103,-0.12595,0.66092,112.09978
316.00000,0.00005,0.85924,2.96103,9.02865,33.92307,54.53949,-0.14213,0.65480,111.16834
317.00000,0.00005,0.82435,2.99094,9.08107,34.28945,54.93182,-0.14089,0.57919,109.12220
318.00000,0.00005,0.87192,3.07561,9.36770,34.82604,56.18583,-0.15504,0.66426,106.14018
319.00000,0.00005,0.83756,3.11387,9.32688,34.85989,55.94628,-0.15075,0.60226,104.20052
320.00000,0.00005,0.86027,2.99613,9.31118,34.39131,55.58889,-0.13447,0.65063,102.00287
321.00000,0.00005,0.88196,3.03417,9.31350,34.39673,55.59261,-0.16436,0.67975,102.96879
322.00000,0.00005,0.92554,3.84127,10.15070,37.22454,58.74488,-0.15609,0.73518,103.46855
323.00000,0.00005,0.85833,3.43104,9.62540,35.95650,57.06971,-0.13318,0.64699,102.70616
324.00000,0.00005,0.85281,3.11408,9.25157,34.65443,55.78534,-0.14655,0.63882,103.79509
325.00000,0.00005,0.85593,3.53975,9.64263,36.23228,57.10918,-0.15663,0.62402,104.05061
326.00000,0.00005,0.86394,3.09787,9.29865,34.77728,55.85689,-0.12954,0.65302,102.71113
327.00000,0.00005,0.84944,3.31608,9.61327,35.30033,56.27008,-0.09678,0.60923,103.77228
328.00000,0.00005,0.91261,3.15899,9.35142,34.61278,55.08602,-0.14487,0.71508,105.11444
329.00000,0.00005,0.84832,3.08247,9.44484,34.51734,56.00545,-0.17010,0.62844,102.39572
330.00000,0.00005,0.81350,3.09509,9.26263,34.42152,55.12544,-0.15712,0.56308,103.54971
331.00000,0.00005,0.82928,3.20397,9.49671,35.11838,56.73373,-0.15305,0.57989,103.44267
332.00000,0.00005,0.81969,3.08917,9.35759,34.49875,56.03078,-0.12863,0.57493,105.02660
333.00000,0.00005,0.83361,2.85923,9.11667,33.66450,54.31887,-0.14428,0.58833,101.82187
334.00000,0.00005,0.85291,3.01615,9.30356,34.57600,55.74154,-0.15215,0.61801,101.81732
335.00000,0.00005,0.86465,2.96068,9.24245,34.30862,55.53146,-0.14878,0.64903,103.70783
336.00000,0.00005,0.88067,3.95544,10.37842,37.89462,60.10625,-0.13087,0.64508,104.51185
337.00000,0.00005,0.84932,3.04515,9.53158,34.82561,57.09149,-0.14042,0.64826,103.50080
338.00000,0.00005,0.83897,3.05556,9.23705,34.58232,55.62989,-0.14981,0.60372,100.95248
339.00000,0.00005,0.82706,2.91987,9.29357,34.07922,55.64225,-0.14876,0.58749,102.36561
340.00000,0.00005,0.81727,2.82177,9.09343,33.78740,54.70287,-0.12077,0.56149,105.12905
341.00000,0.00005,0.80748,2.79329,9.12803,33.62875,54.81722,-0.12414,0.54347,103.35003
342.00000,0.00005,0.82264,2.90502,9.33002,34.03863,55.87648,-0.14871,0.56477,101.99080
343.00000,0.00005,0.86791,3.20807,9.55646,35.06201,56.98787,-0.12747,0.66735,102.73604
344.00000,0.00005,0.81495,2.74622,9.03581,33.42693,54.95132,-0.13306,0.55055,104.28915
345.00000,0.00005,0.82444,3.26603,9.52247,35.04901,55.63579,-0.15574,0.57280,102.01446
346.00000,0.00005,0.83680,2.98822,9.42110,34.54815,56.30092,-0.13771,0.59996,102.63345
347.00000,0.00005,0.81586,2.81354,9.19827,33.88296,55.34512,-0.13998,0.55814,103.25053
348.00000,0.00005,0.82558,3.13328,9.47088,34.95389,56.21670,-0.11372,0.56920,103.04654
349.00000,0.00005,0.84637,2.84764,9.24019,33.34738,54.20963,-0.12556,0.60999,103.68437
350.00000,0.00005,0.82236,2.80149,9.09890,33.76968,55.11212,-0.11442,0.57646,102.72401
351.00000,0.00005,0.78220,2.86223,9.28163,33.61504,55.00014,-0.14344,0.49326,102.48731
352.00000,0.00005,0.83918,3.30446,9.79877,35.24988,57.52961,-0.11861,0.59469,104.38780
353.00000,0.00005,0.84337,2.75739,9.33129,33.54107,56.35857,-0.10820,0.60140,103.65230
354.00000,0.00005,0.84217,2.87263,9.38710,33.85464,55.93937,-0.12810,0.59795,102.25258
355.00000,0.00005,0.80359,2.69500,9.29589,33.30136,55.81919,-0.12545,0.53263,102.88356
356.00000,0.00005,0.78612,2.72188,9.22369,33.28837,55.42935,-0.11612,0.51163,103.81220
357.00000,0.00005,0.80254,2.69637,9.19793,33.26724,55.44563,-0.11871,0.52280,103.58948
358.00000,0.00005,0.84982,3.79474,10.40413,36.56701,58.59995,-0.12498,0.58796,101.68068
359.00000,0.00005,0.83061,2.73779,9.08270,33.40581,55.00938,-0.12686,0.58361,104.10364
360.00000,0.00005,0.80654,2.64230,9.09625,33.14326,55.20507,-0.13336,0.54990,102.22511
361.00000,0.00005,0.78904,2.69112,9.10216,33.24045,55.07653,-0.11467,0.50145,103.61107
362.00000,0.00005,0.80680,2.99490,9.55746,34.32715,56.58738,-0.14410,0.53431,102.42639
363.00000,0.00005,0.77259,3.17263,9.74775,34.92241,57.38229,-0.13254,0.47210,103.09713
364.00000,0.00005,0.86424,2.82904,9.28703,33.61637,55.67529,-0.11621,0.63178,103.54693
365.00000,0.00005,0.78942,2.68493,9.08731,33.30251,55.35542,-0.13713,0.51089,104.16139
366.00000,0.00005,0.88020,2.92746,9.33110,33.85410,55.45776,-0.14177,0.63286,101.69181
